From /home/will/bnl/hsr_lattice/EIC-HSR-240102b/hi-n/275-10-collision, run:
tao -init tao.init 
Then run:
sho track -points 1000 -twiss -dispersion -position no -momentum no
(Accurate as of April 5, 2024 - have to remove the px, py, pz columns manually)
# Ix S Beta_a Alpha_a Beta_b Alpha_b Eta_x Etap_x Eta_y Etap_y
807 3093.209420 20.013989 0.878200 33.074340 -1.602584 0.161217 -0.037434 -0.000000 -0.000000
808 3097.047148 15.209529 -0.382490 45.052907 0.790795 0.018286 -0.035552 -0.000000 0.000000
809 3100.884877 24.394647 -1.487669 28.502819 1.944993 -0.116703 -0.035050 -0.000000 0.000000
810 3104.722606 37.744946 -1.990738 16.045609 1.300992 -0.220834 -0.019216 -0.000000 0.000000
811 3108.560335 54.949767 -2.492549 8.531403 0.656991 -0.265464 -0.006624 -0.000000 0.000000
812 3112.398064 66.418984 3.962231 6.812660 -0.624735 -0.271635 0.021387 0.000000 0.000000
813 3116.235792 39.126529 3.058634 14.727321 -1.428524 -0.188014 0.021832 0.000000 0.000000
814 3120.073521 26.557069 -1.821986 21.878298 1.640059 -0.123407 0.000884 0.000000 -0.000000
815 3123.911250 37.740810 -1.526748 14.207043 0.719872 -0.110584 0.003780 0.000000 -0.000000
816 3127.748979 50.759188 -1.865461 10.255599 0.309759 -0.096076 0.003780 0.000000 -0.000000
817 3131.586708 66.377345 -2.204174 9.451965 -0.100355 -0.081569 0.003780 0.000000 -0.000000
818 3135.424436 84.595282 -2.542888 11.796139 -0.510469 -0.067061 0.003780 0.000000 -0.000000
819 3139.262165 105.412998 -2.881601 17.288124 -0.920582 -0.052553 0.003780 0.000000 -0.000000
820 3143.099894 128.830495 -3.220314 25.927917 -1.330696 -0.038045 0.003780 0.000000 -0.000000
821 3146.937623 154.847771 -3.559028 37.715520 -1.740809 -0.023537 0.003780 0.000000 -0.000000
822 3150.775352 183.464828 -3.897741 52.650933 -2.150923 -0.009030 0.003780 0.000000 -0.000000
823 3154.613080 214.681664 -4.236454 70.734155 -2.561036 0.005478 0.003780 0.000000 -0.000000
824 3158.450809 248.498280 -4.575168 91.965186 -2.971150 0.019986 0.003780 0.000000 -0.000000
825 3162.288538 147.588171 17.918255 193.095113 -20.763006 0.027441 0.001094 0.000000 0.000000
826 3166.126267 105.485136 -4.899828 203.466357 19.188349 0.042507 0.007198 0.000000 -0.000000
827 3169.963996 113.236627 4.406349 113.230743 4.405559 0.062639 0.002589 0.000000 -0.000000
828 3173.801725 82.071970 3.714308 82.069731 3.714140 0.071220 0.000776 0.000000 -0.000000
829 3177.639453 56.216939 3.022514 56.216939 3.022514 0.065324 -0.003481 0.000000 -0.000000
830 3181.477182 35.673166 2.330593 35.673166 2.330593 0.051963 -0.003481 -0.000000 -0.000000
831 3185.314911 20.440199 1.638673 20.440199 1.638673 0.038603 -0.003481 -0.000000 -0.000000
832 3189.152640 10.518035 0.946753 10.518035 0.946753 0.025242 -0.003481 -0.000000 -0.000000
833 3192.990369 5.906677 0.254833 5.906677 0.254833 0.011881 -0.003481 -0.000000 -0.000000
834 3196.828097 6.606123 -0.437088 6.606123 -0.437088 -0.001480 -0.003481 -0.000000 -0.000000
835 3200.665826 12.616374 -1.129008 12.616374 -1.129008 -0.014840 -0.003481 -0.000000 -0.000000
836 3204.503555 23.937429 -1.820928 23.937429 -1.820928 -0.028201 -0.003481 -0.000000 -0.000000
837 3208.341284 40.569289 -2.512849 40.569289 -2.512849 -0.041562 -0.003481 -0.000000 -0.000000
838 3212.179013 62.512214 -3.204936 62.511651 -3.204539 -0.054642 -0.002656 -0.000000 -0.000000
839 3216.016741 89.765478 -3.896417 89.763021 -3.896372 -0.055895 0.002003 -0.000000 -0.000000
840 3219.854470 122.386754 -5.222103 122.264565 -3.954697 -0.046113 0.002349 -0.000000 -0.000000
841 3223.692199 237.501015 -10.459782 98.326698 0.378237 -0.047262 0.001023 -0.000000 0.000000
842 3227.529928 151.846222 18.992013 184.907696 -20.219058 -0.027069 0.007272 -0.000000 -0.000000
843 3231.367657 81.406892 3.260866 238.538280 4.504116 -0.003406 0.005449 -0.000000 0.000000
844 3235.205385 58.482943 2.712445 205.281467 4.161638 0.017508 0.005449 -0.000000 0.000000
845 3239.043114 39.768377 2.164024 174.653324 3.819161 0.038421 0.005449 -0.000000 0.000000
846 3242.880843 25.263193 1.615603 146.653851 3.476684 0.059334 0.005449 -0.000000 0.000000
847 3246.718572 14.967391 1.067182 121.283048 3.134206 0.080248 0.005449 -0.000000 0.000000
848 3250.556301 8.880971 0.518761 98.540916 2.791729 0.101161 0.005449 -0.000000 0.000000
849 3254.394030 7.003934 -0.029660 78.427454 2.449252 0.122075 0.005449 -0.000000 0.000000
850 3258.231758 9.336280 -0.578081 60.942662 2.106774 0.142988 0.005449 -0.000000 0.000000
851 3262.069487 15.878007 -1.126502 46.086540 1.764297 0.163901 0.005449 -0.000000 0.000000
852 3265.907216 26.629117 -1.674923 33.859089 1.421820 0.184815 0.005449 -0.000000 0.000000
853 3269.744945 38.477879 1.239904 26.256145 -1.153123 0.197776 -0.012144 -0.000000 0.000000
854 3273.582674 16.143666 2.382729 53.192752 -4.448583 0.105017 -0.025502 0.000000 0.000000
855 3277.420402 4.436560 0.422670 84.455358 1.930603 0.008631 -0.023498 0.000000 0.000000
856 3281.258131 5.571280 -0.632794 59.214728 3.013296 -0.078593 -0.018835 0.000000 0.000000
857 3285.095860 14.127901 -1.596625 38.593437 2.360010 -0.120504 -0.003006 0.000000 0.000000
858 3288.933589 30.076854 -2.558898 22.986411 1.706725 -0.101674 0.012503 0.000000 0.000000
859 3292.771318 42.725315 1.891816 15.901405 -0.632030 -0.045746 0.019967 0.000000 0.000000
860 3296.609046 29.783212 1.480518 22.048727 -0.969783 0.030882 0.019967 0.000000 0.000000
861 3300.446775 19.998009 1.069220 30.788461 -1.307536 0.107510 0.019967 0.000000 0.000000
862 3304.284504 13.367175 0.658573 42.120606 -1.645290 0.204906 0.032120 0.000000 0.000000
863 3308.122233 12.547365 -0.657133 44.145511 2.024130 0.362072 0.055242 0.000000 -0.000000
864 3311.959962 19.271843 -1.095069 30.309924 1.581020 0.574076 0.055242 0.000000 -0.000000
865 3315.797690 29.357684 -1.533006 19.875404 1.137911 0.786079 0.055242 0.000000 -0.000000
866 3319.635419 42.804888 -1.970943 12.841952 0.694801 0.998083 0.055242 0.000000 -0.000000
867 3323.473148 41.266386 1.943325 13.291222 -0.715039 1.009279 -0.040099 0.000000 0.000000
868 3327.310877 28.049613 1.500642 20.454143 -1.151409 0.877090 -0.026747 0.000000 0.000000
869 3331.148606 18.233762 1.056868 30.966402 -1.587779 0.804697 -0.010979 0.000000 0.000000
870 3334.986334 11.828891 0.611739 44.827999 -2.024148 0.788291 -0.001312 0.000000 0.000000
871 3338.824063 13.894809 -0.796418 38.944081 1.922191 0.971539 0.070418 0.000000 -0.000000
872 3342.661792 21.739983 -1.247805 25.965908 1.459542 1.241783 0.070418 0.000000 -0.000000
873 3346.499521 33.049076 -1.698562 16.538777 0.996893 1.514608 0.075017 0.000000 -0.000000
874 3350.337250 47.810192 -2.148257 10.662688 0.534244 1.824389 0.082501 -0.000000 -0.000000
875 3354.174979 37.841248 1.856167 14.070054 -0.834377 1.619443 -0.080577 -0.000000 -0.000000
876 3358.012707 25.317251 1.406948 22.249797 -1.297025 1.340381 -0.064851 -0.000000 -0.000000
877 3361.850436 16.246907 0.956321 33.980581 -1.759674 1.121706 -0.049107 -0.000000 -0.000000
878 3365.688165 10.785302 0.148502 48.614563 -0.603526 0.956646 -0.011923 -0.000000 -0.000000
879 3369.525894 15.677441 -0.920649 35.059435 1.796250 1.106996 0.047862 -0.000000 0.000000
880 3373.363623 24.474320 -1.371369 23.047918 1.333601 1.320894 0.063606 -0.000000 0.000000
881 3377.201351 36.725696 -1.820715 14.587444 0.870952 1.595185 0.079335 -0.000000 0.000000
882 3381.039080 48.991221 1.457356 10.378073 -0.344060 1.846908 -0.055224 -0.000000 -0.000000
883 3384.876809 34.090536 1.734047 15.944967 -0.960318 1.537499 -0.076298 -0.000000 -0.000000
884 3388.714538 22.505588 1.284400 25.091367 -1.422967 1.274869 -0.060566 -0.000000 -0.000000
885 3392.552267 14.377107 0.833468 37.788808 -1.885616 1.072644 -0.044820 -0.000000 -0.000000
886 3396.389995 11.452997 -0.591672 46.033831 2.132957 0.982669 0.043790 -0.000000 0.000000
887 3400.227724 17.729348 -1.043454 31.437929 1.670308 1.159237 0.052149 -0.000000 0.000000
888 3404.065453 27.467621 -1.493844 20.393069 1.207659 1.389581 0.067890 -0.000000 0.000000
889 3407.903182 40.657442 -1.942926 12.899252 0.745011 1.680149 0.082501 -0.000000 0.000000
890 3411.740911 44.689718 2.061195 11.521008 -0.623610 1.763230 -0.082501 0.000000 0.000000
891 3415.578639 30.595117 1.611798 18.083022 -1.086259 1.460027 -0.072017 0.000000 0.000000
892 3419.416368 19.950077 1.161757 28.196078 -1.548908 1.213834 -0.056281 0.000000 0.000000
893 3423.254097 12.764204 0.710380 41.860175 -2.011557 1.026767 -0.043790 0.000000 0.000000
894 3427.091826 12.817886 -0.714820 41.708810 2.007016 1.028416 0.043790 0.000000 -0.000000
895 3430.929555 20.037762 -1.166180 28.079565 1.544367 1.215957 0.056436 0.000000 -0.000000
896 3434.767283 30.716705 -1.616208 18.001361 1.081718 1.462742 0.072172 0.000000 -0.000000
897 3438.605012 44.845161 -2.065619 11.474200 0.619069 1.766338 0.082501 0.000000 -0.000000
898 3442.442741 40.511242 1.938502 12.955547 -0.749551 1.677042 -0.082501 0.000000 0.000000
899 3446.280470 27.355251 1.489430 20.484217 -1.212200 1.387027 -0.067735 0.000000 0.000000
900 3450.118199 17.650908 1.039027 31.563930 -1.674849 1.157276 -0.051995 0.000000 0.000000
901 3453.955928 11.408592 0.587232 46.194684 -2.137498 0.981019 -0.043790 0.000000 0.000000
902 3457.793656 14.440062 -0.837898 37.646930 1.881075 1.074335 0.044974 0.000000 -0.000000
903 3461.631385 22.602512 -1.288820 24.984341 1.418426 1.277154 0.060721 0.000000 -0.000000
904 3465.469114 34.221333 -1.738452 15.872795 0.955777 1.540376 0.076452 0.000000 -0.000000
905 3469.306843 49.095504 -1.311121 10.353488 0.308658 1.848882 0.049629 0.000000 -0.000000
906 3473.144572 36.588702 1.816313 14.653226 -0.875493 1.592199 -0.079180 0.000000 -0.000000
907 3476.982300 24.371177 1.366951 23.148554 -1.338141 1.318501 -0.063452 -0.000000 -0.000000
908 3480.820029 15.608253 0.916220 35.194923 -1.800790 1.105196 -0.047708 -0.000000 -0.000000
909 3484.657758 10.797882 -0.185505 48.563471 0.752851 0.957151 0.014886 -0.000000 -0.000000
910 3488.495487 16.319116 -0.960749 33.848191 1.755134 1.123559 0.049262 -0.000000 -0.000000
911 3492.333216 25.423408 -1.411365 22.152259 1.292485 1.342827 0.065005 -0.000000 -0.000000
912 3496.170944 37.981245 -1.860567 14.007369 0.829836 1.622481 0.080732 -0.000000 -0.000000
913 3500.008673 47.648524 2.143833 10.703106 -0.538785 1.821281 -0.082501 -0.000000 -0.000000
914 3503.846402 32.921306 1.694150 16.614047 -1.001434 1.511715 -0.074901 -0.000000 -0.000000
915 3507.684131 21.643118 1.244371 26.076031 -1.464083 1.254451 -0.059168 -0.000000 -0.000000
916 3511.521860 13.822263 0.793324 39.089057 -1.926732 1.057579 -0.043790 -0.000000 -0.000000
917 3515.359588 11.870303 -0.631876 44.592910 2.091841 0.997604 0.043790 -0.000000 0.000000
918 3519.197317 18.454783 -1.083529 30.312593 1.629192 1.177262 0.053549 -0.000000 0.000000
919 3523.035046 28.500239 -1.533805 19.583317 1.166543 1.412974 0.069288 -0.000000 0.000000
920 3526.872775 41.996423 -1.982982 12.405084 0.703894 1.708287 0.082501 -0.000000 0.000000
921 3530.710504 43.297386 2.021140 11.960411 -0.664726 1.735092 -0.082501 -0.000000 0.000000
922 3534.548233 29.509289 1.571861 18.838010 -1.127375 1.435703 -0.070620 -0.000000 0.000000
923 3538.385961 19.171275 1.121698 29.266650 -1.590024 1.194877 -0.054882 -0.000000 0.000000
924 3542.223690 12.293348 0.670176 43.246332 -2.052673 1.011832 -0.043790 0.000000 0.000000
925 3546.061419 13.319196 -0.755025 40.353796 1.965900 1.043352 0.043790 0.000000 0.000000
926 3549.899148 20.846903 -1.206229 27.040136 1.503251 1.235444 0.057835 0.000000 0.000000
927 3553.736877 31.832779 -1.656131 17.277517 1.040602 1.487596 0.073569 0.000000 0.000000
928 3557.574605 46.267834 -2.105675 11.065941 0.577953 1.794476 0.082501 0.000000 0.000000
929 3561.412334 39.202595 1.898518 13.480858 -0.790667 1.648927 -0.082062 0.000000 0.000000
930 3565.250063 26.352906 1.449456 21.325113 -1.253316 1.364163 -0.066337 0.000000 0.000000
931 3569.087792 16.955832 0.998942 32.720410 -1.715965 1.139781 -0.050595 0.000000 0.000000
932 3572.925521 11.023244 0.510120 47.660257 -2.019028 0.966150 -0.040552 0.000000 0.000000
933 3576.763249 15.025295 -0.878013 36.377824 1.839959 1.089913 0.046374 0.000000 -0.000000
934 3580.600978 23.495299 -1.328839 24.030820 1.377310 1.298102 0.062120 0.000000 -0.000000
935 3584.438707 35.420779 -1.778334 15.234858 0.914661 1.566689 0.077850 0.000000 -0.000000
936 3588.276436 49.533130 0.031998 10.251074 -0.007444 1.857147 -0.001206 0.000000 -0.000000
937 3592.114165 35.363345 1.776445 15.264445 -0.916609 1.565432 -0.077783 0.000000 -0.000000
938 3595.951893 23.452390 1.326943 24.075357 -1.379258 1.297099 -0.062053 0.000000 -0.000000
939 3599.789622 14.996954 0.876113 36.437311 -1.841906 1.089164 -0.046308 0.000000 -0.000000
940 3603.627351 11.039994 -0.526631 47.594021 2.080522 0.966816 0.041836 0.000000 -0.000000
941 3607.465080 16.988142 -1.000842 32.664993 1.714017 1.140599 0.050662 -0.000000 -0.000000
942 3611.302809 26.399773 -1.451350 21.284645 1.251369 1.365236 0.066403 -0.000000 -0.000000
943 3615.140537 39.263973 -1.900405 13.455340 0.788720 1.650254 0.082128 -0.000000 -0.000000
944 3618.978266 46.199823 2.103777 11.084648 -0.579901 1.793143 -0.082501 -0.000000 -0.000000
945 3622.815995 31.779294 1.654240 17.311174 -1.042550 1.486408 -0.073503 -0.000000 -0.000000
946 3626.653724 20.807956 1.204332 27.088742 -1.505199 1.234510 -0.057769 -0.000000 -0.000000
947 3630.491453 13.294829 0.753120 40.417353 -1.967848 1.042644 -0.043790 -0.000000 -0.000000
948 3634.329182 12.315034 -0.672080 43.180035 2.050725 1.012539 0.043790 -0.000000 0.000000
949 3638.166910 19.207552 -1.123596 29.215302 1.588076 1.195765 0.054948 -0.000000 0.000000
950 3642.004639 29.560112 -1.573753 18.801612 1.125427 1.436844 0.070686 -0.000000 0.000000
951 3645.842368 43.362726 -2.023037 11.938963 0.662778 1.736425 0.082501 -0.000000 0.000000
952 3649.680097 41.932377 1.981084 12.427861 -0.705842 1.706954 -0.082501 -0.000000 0.000000
953 3653.517826 28.450707 1.531912 19.621044 -1.168491 1.411855 -0.069222 -0.000000 0.000000
954 3657.355554 18.419801 1.081631 30.365269 -1.631140 1.176398 -0.053483 -0.000000 0.000000
955 3661.193283 11.849916 0.629971 44.660536 -2.093789 0.996897 -0.043790 -0.000000 0.000000
956 3665.031012 13.847929 -0.795229 39.026829 1.924784 1.058287 0.043790 -0.000000 0.000000
957 3668.868741 21.683358 -1.246267 26.028753 1.462135 1.255408 0.059234 -0.000000 0.000000
958 3672.706470 32.976080 -1.696040 16.581719 0.999486 1.512926 0.074967 0.000000 0.000000
959 3676.544198 47.717829 -2.145731 10.685727 0.536837 1.822614 0.082501 0.000000 0.000000
960 3680.381927 37.921285 1.858391 14.034215 -0.831783 1.620766 -0.082501 0.000000 0.000000
961 3684.219656 25.389796 1.395369 22.191664 -1.283677 1.304221 -0.081864 0.000000 0.000000
962 3688.057385 16.645598 0.920839 33.440650 -1.679802 0.998356 -0.078783 0.000000 0.000000
963 3691.895114 11.209907 0.495283 48.017091 -2.118393 0.724003 -0.067320 0.000000 0.000000
964 3695.732842 11.959812 -0.488125 50.039351 0.651171 0.559467 -0.030939 0.000000 -0.000000
965 3699.570571 17.227760 -0.884409 45.460454 0.541956 0.469118 -0.015655 0.000000 -0.000000
966 3703.408300 25.534032 -1.279782 41.719827 0.432742 0.439344 0.000139 0.000000 -0.000000
967 3707.246029 36.872549 -1.675091 38.817470 0.323528 0.462361 0.007909 0.000000 -0.000000
968 3711.083758 54.449587 -2.658691 34.176788 0.612368 0.509182 0.013237 0.000000 -0.000000
969 3714.921487 77.038758 -3.227387 30.069121 0.457970 0.559981 0.013237 0.000000 -0.000000
970 3718.759215 103.992928 -3.796083 27.146537 0.303571 0.610779 0.013237 0.000000 -0.000000
971 3722.596944 134.305116 -1.476797 25.600780 -0.398563 0.659104 -0.000887 0.000000 -0.000000
972 3726.434673 112.899388 2.981695 36.627584 -1.711372 0.573083 -0.024168 0.000000 0.000000
973 3730.272402 91.303771 2.645492 51.342937 -2.123019 0.480332 -0.024168 0.000000 0.000000
974 3734.110131 72.288664 2.309289 69.217870 -2.534666 0.387580 -0.024168 0.000000 0.000000
975 3737.947859 55.854065 1.973087 90.252384 -2.946314 0.294829 -0.024168 0.000000 0.000000
976 3741.785588 67.405606 -3.111687 70.543981 4.424259 0.268397 0.003074 0.000000 -0.000000
977 3745.623317 93.602328 -3.713843 40.881218 3.304990 0.310524 0.018879 0.000000 -0.000000
978 3749.461046 124.412359 -4.315713 19.809357 2.185721 0.407862 0.027990 0.000000 -0.000000
979 3753.298775 57.239120 14.339369 20.439698 -1.869279 0.320918 -0.060187 0.000000 -0.000000
980 3757.136503 0.342347 0.485763 38.025646 -2.713105 0.106724 -0.048425 0.000000 -0.000000
981 3760.974232 49.782677 -13.367393 62.088341 -3.556930 -0.048762 -0.032604 0.000000 -0.000000
982 3764.811961 205.519642 -27.213437 92.627783 -4.400756 -0.150434 -0.024330 0.000000 -0.000000
983 3768.649690 691.871529 -97.590568 74.259809 5.194657 -0.294411 -0.043927 0.000000 -0.000000
984 3772.487419 1292.231749 -18.075461 54.839824 -0.955719 -0.410941 -0.007503 -0.000000 -0.000000
985 3776.325147 1300.021597 0.004076 68.778136 -1.998653 -0.418891 -0.001747 -0.000000 -0.000000
986 3780.162876 1300.001642 0.001124 85.188258 -2.277346 -0.425596 -0.001747 -0.000000 -0.000000
987 3784.000605 1300.004346 -0.001828 103.737474 -2.556038 -0.432301 -0.001747 -0.000000 -0.000000
988 3787.838334 1300.029708 -0.004780 124.425786 -2.834731 -0.439005 -0.001747 -0.000000 -0.000000
989 3791.676063 1300.169177 -0.008367 147.233356 -3.106700 -0.439410 0.006550 -0.000000 -0.000000
990 3795.513791 1296.959791 6.591406 172.530014 -4.253277 -0.387832 0.017020 -0.000000 -0.000000
991 3799.351520 1220.482057 9.934443 210.781138 -5.261723 -0.318487 0.018107 -0.000000 -0.000000
992 3803.189249 1145.433709 9.620964 253.171665 -5.784009 -0.248997 0.018107 -0.000000 -0.000000
993 3807.026978 1072.791455 9.307485 299.570976 -6.306295 -0.179507 0.018107 -0.000000 -0.000000
994 3810.864707 1002.555295 8.994006 349.979072 -6.828582 -0.110016 0.018107 -0.000000 -0.000000
995 3814.702436 935.052608 8.680531 404.276328 -7.326861 -0.051438 0.001094 -0.000000 -0.000000
996 3818.540164 821.441272 46.874402 488.654436 -29.910109 -0.032178 -0.011312 -0.000000 -0.000000
997 3822.377893 265.779530 53.711724 1068.931528 -76.470940 -0.015322 -0.009780 -0.000000 -0.000000
998 3826.215622 76.105336 10.371418 800.389769 98.266791 -0.002142 0.001708 -0.000000 0.000000
999 3830.053351 19.216198 4.797942 204.696420 53.310466 -0.000000 0.000000 -0.000000 0.000000
1000 3833.891080 0.800500 0.000000 0.072000 0.000000 -0.000000 -0.024997 0.000000 0.000000
